{'stopnum':1, 'lat':46.71809, 'long':-117.17739, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71826, 'long':-117.17725, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71841, 'long':-117.17708, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71851, 'long':-117.17688, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71868, 'long':-117.17663, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71876, 'long':-117.17646, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71888, 'long':-117.17629, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71899, 'long':-117.1762, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71921, 'long':-117.17607, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71916, 'long':-117.17571, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71907, 'long':-117.17443, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.719, 'long':-117.17413, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.7187, 'long':-117.17378, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71773, 'long':-117.17384, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71699, 'long':-117.17384, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71627, 'long':-117.1739, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71593, 'long':-117.17397, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71586, 'long':-117.17402, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71574, 'long':-117.17413, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71558, 'long':-117.17438, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71517, 'long':-117.17527, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71501, 'long':-117.17563, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71484, 'long':-117.17572, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71471, 'long':-117.17578, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71441, 'long':-117.17587, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71427, 'long':-117.17514, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71391, 'long':-117.17327, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71375, 'long':-117.17224, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71361, 'long':-117.17115, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':1, 'lat':46.71345, 'long':-117.16978, 'stopID':'99163Lincoln Middle School', 'stopname':'Lincoln Middle School', 'pathcounter':0},
{'stopnum':2, 'lat':46.71345, 'long':-117.16978, 'stopID':'99163Bishop at Hospital ', 'stopname':'Bishop at Hospital ', 'pathcounter':0},
{'stopnum':2, 'lat':46.71314, 'long':-117.16693, 'stopID':'99163Bishop at Hospital ', 'stopname':'Bishop at Hospital ', 'pathcounter':0},
{'stopnum':2, 'lat':46.71316, 'long':-117.16656, 'stopID':'99163Bishop at Hospital ', 'stopname':'Bishop at Hospital ', 'pathcounter':0},
{'stopnum':2, 'lat':46.7132, 'long':-117.16626, 'stopID':'99163Bishop at Hospital ', 'stopname':'Bishop at Hospital ', 'pathcounter':0},
{'stopnum':2, 'lat':46.71327, 'long':-117.16603, 'stopID':'99163Bishop at Hospital ', 'stopname':'Bishop at Hospital ', 'pathcounter':0},
{'stopnum':3, 'lat':46.71327, 'long':-117.16603, 'stopID':'99163Bishop & Summit', 'stopname':'Bishop & Summit', 'pathcounter':0},
{'stopnum':3, 'lat':46.7134, 'long':-117.16572, 'stopID':'99163Bishop & Summit', 'stopname':'Bishop & Summit', 'pathcounter':0},
{'stopnum':3, 'lat':46.7136, 'long':-117.16537, 'stopID':'99163Bishop & Summit', 'stopname':'Bishop & Summit', 'pathcounter':0},
{'stopnum':3, 'lat':46.71381, 'long':-117.16514, 'stopID':'99163Bishop & Summit', 'stopname':'Bishop & Summit', 'pathcounter':0},
{'stopnum':3, 'lat':46.7141, 'long':-117.16495, 'stopID':'99163Bishop & Summit', 'stopname':'Bishop & Summit', 'pathcounter':0},
{'stopnum':3, 'lat':46.71435, 'long':-117.16488, 'stopID':'99163Bishop & Summit', 'stopname':'Bishop & Summit', 'pathcounter':0},
{'stopnum':3, 'lat':46.71453, 'long':-117.16486, 'stopID':'99163Bishop & Summit', 'stopname':'Bishop & Summit', 'pathcounter':0},
{'stopnum':3, 'lat':46.7147, 'long':-117.16488, 'stopID':'99163Bishop & Summit', 'stopname':'Bishop & Summit', 'pathcounter':0},
{'stopnum':4, 'lat':46.7147, 'long':-117.16488, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.71495, 'long':-117.16496, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.71552, 'long':-117.16532, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.71587, 'long':-117.16554, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.71608, 'long':-117.16562, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.71629, 'long':-117.16565, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.71646, 'long':-117.16557, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.71733, 'long':-117.165, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.71765, 'long':-117.16481, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.718, 'long':-117.16474, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':4, 'lat':46.71824, 'long':-117.16468, 'stopID':'99163Bishop at Cinemas', 'stopname':'Bishop at Cinemas', 'pathcounter':0},
{'stopnum':5, 'lat':46.71824, 'long':-117.16468, 'stopID':'99163Bishop at Pro Mall ', 'stopname':'Bishop at Pro Mall ', 'pathcounter':0},
{'stopnum':5, 'lat':46.71851, 'long':-117.16455, 'stopID':'99163Bishop at Pro Mall ', 'stopname':'Bishop at Pro Mall ', 'pathcounter':0},
{'stopnum':5, 'lat':46.71901, 'long':-117.16415, 'stopID':'99163Bishop at Pro Mall ', 'stopname':'Bishop at Pro Mall ', 'pathcounter':0},
{'stopnum':5, 'lat':46.71929, 'long':-117.16401, 'stopID':'99163Bishop at Pro Mall ', 'stopname':'Bishop at Pro Mall ', 'pathcounter':0},
{'stopnum':5, 'lat':46.71956, 'long':-117.16397, 'stopID':'99163Bishop at Pro Mall ', 'stopname':'Bishop at Pro Mall ', 'pathcounter':0},
{'stopnum':5, 'lat':46.72018, 'long':-117.16402, 'stopID':'99163Bishop at Pro Mall ', 'stopname':'Bishop at Pro Mall ', 'pathcounter':0},
{'stopnum':6, 'lat':46.72018, 'long':-117.16402, 'stopID':'99163Bishop & Bleasner ', 'stopname':'Bishop & Bleasner ', 'pathcounter':0},
{'stopnum':6, 'lat':46.7207, 'long':-117.1641, 'stopID':'99163Bishop & Bleasner ', 'stopname':'Bishop & Bleasner ', 'pathcounter':0},
{'stopnum':6, 'lat':46.72101, 'long':-117.16415, 'stopID':'99163Bishop & Bleasner ', 'stopname':'Bishop & Bleasner ', 'pathcounter':0},
{'stopnum':6, 'lat':46.7214, 'long':-117.16426, 'stopID':'99163Bishop & Bleasner ', 'stopname':'Bishop & Bleasner ', 'pathcounter':0},
{'stopnum':6, 'lat':46.72179, 'long':-117.1644, 'stopID':'99163Bishop & Bleasner ', 'stopname':'Bishop & Bleasner ', 'pathcounter':0},
{'stopnum':6, 'lat':46.72205, 'long':-117.1645, 'stopID':'99163Bishop & Bleasner ', 'stopname':'Bishop & Bleasner ', 'pathcounter':0},
{'stopnum':7, 'lat':46.72205, 'long':-117.1645, 'stopID':'99163Bishop at Sunset Mart', 'stopname':'Bishop at Sunset Mart', 'pathcounter':0},
{'stopnum':7, 'lat':46.72217, 'long':-117.16456, 'stopID':'99163Bishop at Sunset Mart', 'stopname':'Bishop at Sunset Mart', 'pathcounter':0},
{'stopnum':7, 'lat':46.72233, 'long':-117.1647, 'stopID':'99163Bishop at Sunset Mart', 'stopname':'Bishop at Sunset Mart', 'pathcounter':0},
{'stopnum':7, 'lat':46.7226, 'long':-117.165, 'stopID':'99163Bishop at Sunset Mart', 'stopname':'Bishop at Sunset Mart', 'pathcounter':0},
{'stopnum':7, 'lat':46.72283, 'long':-117.16523, 'stopID':'99163Bishop at Sunset Mart', 'stopname':'Bishop at Sunset Mart', 'pathcounter':0},
{'stopnum':7, 'lat':46.7229, 'long':-117.16526, 'stopID':'99163Bishop at Sunset Mart', 'stopname':'Bishop at Sunset Mart', 'pathcounter':0},
{'stopnum':7, 'lat':46.72297, 'long':-117.16527, 'stopID':'99163Bishop at Sunset Mart', 'stopname':'Bishop at Sunset Mart', 'pathcounter':0},
{'stopnum':7, 'lat':46.72305, 'long':-117.16524, 'stopID':'99163Bishop at Sunset Mart', 'stopname':'Bishop at Sunset Mart', 'pathcounter':0},
